,name,id,page_rank,community
1722,The floor of a ...,1723,0,2
1723,Between 2012 an...,1724,0,2
1724,Is Earth perfec...,1725,0,2
1725,Sunlight is a p...,1726,0,2
1726,Ocean measureme...,1727,0,2
1727,An iceberg abou...,1728,0,2
1728,Court rules aga...,1729,0,2
1729,Bolsonaro is a ...,1730,0,2
1730,Greenpeace acti...,1731,0,2
1731,When plants pho...,1732,0,2
1732,IPCC report mus...,1733,0,2
1733,Ten key points ...,1734,0,2
1734,Earth is a beau...,1735,0,2
1735,With one of its...,1736,0,2
1736,"Move over, prec...",1737,0,2
1737,Engineers at NA...,1738,0,2
1738,NASA and the Fr...,1739,0,2
1739,NASA and univer...,1740,0,2
1740,In 15 years of ...,1741,0,2
1741,Ecuadorian Gove...,1742,0,2
1742,Inspired by how...,1743,0,2
1743,Carbon offsets ...,1744,0,2
1744,Our favourite s...,1745,0,2
1745,The year 2014 r...,1746,0,2
1746,Nissan’s first ...,1747,0,2
1747,"This week, scie...",1748,0,2
1748,A NASA-led effo...,1749,0,2
1749,Oil industry gi...,1750,0,2
1750,Inaction over i...,1751,0,2
1751,New results fro...,1752,0,2
1752,While one scien...,1753,0,2
1753,To Robert Green...,1754,0,2
1754,A team of scien...,1755,0,2
1755,Connecting Ecos...,1756,0,2
1756,Atmospheric met...,1757,0,2
1757,Berlin court ag...,1758,0,2
1758,10 women from t...,1759,0,2
1759,"Clouds, which c...",1760,0,2
1760,Flooded cities ...,1761,0,2
1761,A geothermal he...,1762,0,2
1762,Not every place...,1763,0,2
1763,Vanuatu warns f...,1764,0,2
1764,Greenpeace: Ext...,1765,0,2
1765,Colombia Create...,1766,0,2
1766,Protecting Rare...,1767,0,2
1767,Earth’s 2016 su...,1768,0,2
1768,A powerful new ...,1769,0,2
1769,Over 100 Marsha...,1770,0,2
1770,"La Niña, ""the d...",1771,0,2
1771,The finding com...,1772,0,2
1772,As people burn ...,1773,0,2
1773,The fossil fuel...,1774,0,2
1774,Vice President ...,1775,0,2
1775,As political le...,1776,0,2
1776,A Birder’s Para...,1777,0,2
1777,New cube-shaped...,1778,0,2
1778,Amidst this cli...,1779,0,2
1779,As the ice-and-...,1780,0,2
1780,Israel’s month ...,1781,0,2
1781,IEA says no new...,1782,0,2
1782,Postcard from 2...,1783,0,2
1783,In the galactic...,1784,0,2
1784,Sidebar: Climat...,1785,0,2
1785,March 2017 was ...,1786,0,2
1786,Warm temperatur...,1787,0,2
1787,Starting this m...,1788,0,2
1788,New data visual...,1789,0,2
1789,After Californi...,1790,0,2
1790,Farewell to TES...,1791,0,2
1791,World’s first h...,1792,0,2
1792,While a high-pr...,1793,0,2
1793,A NASA study fi...,1794,0,2
