,Unnamed: 0.1,Unnamed: 0,subjects,objects,relationships,dates,titles,weight,Year
2187,2187,2187,carbon dioxide,Where does all ...,/news/1109/nasas-oco-2-will-track-our-impact-on-airborne-carbon/,"June 26, 2014","Where does all of the natural and human-emitted carbon dioxide go after it enters or leaves the atmosphere? NASA's Orbiting Carbon Observatory-2 (OCO-2) will find out, come July 1.",0, 2014
2188,2188,2188,atmosphere,Where does all ...,/news/1109/nasas-oco-2-will-track-our-impact-on-airborne-carbon/,"June 26, 2014","Where does all of the natural and human-emitted carbon dioxide go after it enters or leaves the atmosphere? NASA's Orbiting Carbon Observatory-2 (OCO-2) will find out, come July 1.",2, 2014
2189,2189,2189,Carbon Observatory-2,Where does all ...,/news/1109/nasas-oco-2-will-track-our-impact-on-airborne-carbon/,"June 26, 2014","Where does all of the natural and human-emitted carbon dioxide go after it enters or leaves the atmosphere? NASA's Orbiting Carbon Observatory-2 (OCO-2) will find out, come July 1.",4, 2014
2190,2190,2190,find,Where does all ...,/news/1109/nasas-oco-2-will-track-our-impact-on-airborne-carbon/,"June 26, 2014","Where does all of the natural and human-emitted carbon dioxide go after it enters or leaves the atmosphere? NASA's Orbiting Carbon Observatory-2 (OCO-2) will find out, come July 1.",5, 2014
2191,2191,2191,Carbon Observatory-2,The launch of N...,http://www.jpl.nasa.gov/news/news.php?release=2014-198,"June 25, 2014","The launch of NASA's Orbiting Carbon Observatory-2 mission (OCO-2) at Vandenberg Air Force Base (VAFB) in California, is scheduled for Tuesday, July 1.",0, 2014
2192,2192,2192,Earth,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",0, 2014
2193,2193,2193,missions,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",2, 2014
2194,2194,2194,Earth,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",4, 2014
2195,2195,2195,planet,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",6, 2014
2196,2196,2196,Earth,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",8, 2014
2197,2197,2197,climate,With the launch...,http://www.nasa.gov/content/earth-right-now/#.UyHfXF7I4kU,"June 23, 2014","With the launch of five Earth-observing missions in 2014 — more Earth-focused launches in a single year in more than a decade — NASA will be able to deliver even more crucial data to scientists trying to understand our changing planet. Since the agency's inception in 1958, NASA has established itself as a world leader in Earth science and climate studies.",9, 2014
2198,2198,2198,carbon dioxide,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",0, 2014
2199,2199,2199,atmosphere,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",2, 2014
2200,2200,2200,planet,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",4, 2014
2201,2201,2201,climate,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",6, 2014
2202,2202,2202,Carbon Observatory-2,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",8, 2014
2203,2203,2203,carbon dioxide,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",10, 2014
2204,2204,2204,carbon dioxide,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",12, 2014
2205,2205,2205,climate,Increasing leve...,/news/1106/data-data-data/,"June 22, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. We spoke to project scientist Mike Gunson to get his take on the mission just a week before launch.",13, 2014
2206,2206,2206,Carbon Observatory-2,NASA’s new Orbi...,/news/1105/nasas-orbiting-carbon-observatory-2-oco-2-a-game-changer/,"June 16, 2014","NASA’s new Orbiting Carbon Observatory-2 (OCO-2) is scheduled to launch on July 1, 2014.",0, 2014
2207,2207,2207,carbon dioxide,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",0, 2014
2208,2208,2208,atmosphere,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",2, 2014
2209,2209,2209,planet,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",4, 2014
2210,2210,2210,climate,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",6, 2014
2211,2211,2211,Carbon Observatory-2,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",8, 2014
2212,2212,2212,carbon dioxide,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",10, 2014
2213,2213,2213,carbon dioxide,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",12, 2014
2214,2214,2214,climate,Increasing leve...,/news/1104/man-on-a-mission/,"June 15, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Dave Crisp, Science Lead for the project, is determined to make the mission a success.",13, 2014
2215,2215,2215,carbon dioxide,NASA's first sp...,/news/1103/new-nasa-space-observatory-to-study-carbon-conundrums/,"June 12, 2014","NASA's first spacecraft dedicated to measuring carbon dioxide levels in Earth's atmosphere is in final preparations for a July 1 launch from Vandenberg Air Force Base, California.",0, 2014
2216,2216,2216,Earth,NASA's first sp...,/news/1103/new-nasa-space-observatory-to-study-carbon-conundrums/,"June 12, 2014","NASA's first spacecraft dedicated to measuring carbon dioxide levels in Earth's atmosphere is in final preparations for a July 1 launch from Vandenberg Air Force Base, California.",2, 2014
2217,2217,2217,atmosphere,NASA's first sp...,/news/1103/new-nasa-space-observatory-to-study-carbon-conundrums/,"June 12, 2014","NASA's first spacecraft dedicated to measuring carbon dioxide levels in Earth's atmosphere is in final preparations for a July 1 launch from Vandenberg Air Force Base, California.",3, 2014
2218,2218,2218,Earth,Earth is a beau...,http://climate.nasa.gov/images_video/earth_wallpaper,"June 12, 2014",Earth is a beautiful place. Here's our image of the month.,0, 2014
2219,2219,2219,earth,Four undergrads...,/news/1099/rare-earths-in-rare-form-at-caltech-competition/,"June  8, 2014","Four undergrads, with a plan to recycle rare-earth elements from computer hard drives and other sources, took top prize over a field of competitors with advanced degrees.",0, 2014
2220,2220,2220,carbon dioxide,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",0, 2014
2221,2221,2221,atmosphere,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",2, 2014
2222,2222,2222,planet,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",4, 2014
2223,2223,2223,climate,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",6, 2014
2224,2224,2224,Carbon Observatory-2,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",8, 2014
2225,2225,2225,carbon dioxide,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",10, 2014
2226,2226,2226,carbon dioxide,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",12, 2014
2227,2227,2227,climate,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",14, 2014
2228,2228,2228,Scientist,Increasing leve...,/news/1097/making-good-science-happen/,"June  2, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. Annmarie Eldering, the project's Deputy Scientist, is working to make the science a reality.",15, 2014
2229,2229,2229,Earth,On Earth Day th...,http://www.nasa.gov/content/goddard/2014-globalselfie-wrap-up/#.U34hs1hdV3o,"May 22, 2014","On Earth Day this year, NASA asked people all around the world a simple question — “Where are you on Earth Right Now?” We asked people to answer the question on social media, with a selfie. The goal was to use each picture as a pixel in the creation of a “Global Selfie” — a mosaic image that would look like Earth appeared from space on Earth Day.",0, 2014
2230,2230,2230,Earth,On Earth Day th...,http://www.nasa.gov/content/goddard/2014-globalselfie-wrap-up/#.U34hs1hdV3o,"May 22, 2014","On Earth Day this year, NASA asked people all around the world a simple question — “Where are you on Earth Right Now?” We asked people to answer the question on social media, with a selfie. The goal was to use each picture as a pixel in the creation of a “Global Selfie” — a mosaic image that would look like Earth appeared from space on Earth Day.",2, 2014
2231,2231,2231,Global Selfie,On Earth Day th...,http://www.nasa.gov/content/goddard/2014-globalselfie-wrap-up/#.U34hs1hdV3o,"May 22, 2014","On Earth Day this year, NASA asked people all around the world a simple question — “Where are you on Earth Right Now?” We asked people to answer the question on social media, with a selfie. The goal was to use each picture as a pixel in the creation of a “Global Selfie” — a mosaic image that would look like Earth appeared from space on Earth Day.",4, 2014
2232,2232,2232,Earth,On Earth Day th...,http://www.nasa.gov/content/goddard/2014-globalselfie-wrap-up/#.U34hs1hdV3o,"May 22, 2014","On Earth Day this year, NASA asked people all around the world a simple question — “Where are you on Earth Right Now?” We asked people to answer the question on social media, with a selfie. The goal was to use each picture as a pixel in the creation of a “Global Selfie” — a mosaic image that would look like Earth appeared from space on Earth Day.",6, 2014
2233,2233,2233,Earth,On Earth Day th...,http://www.nasa.gov/content/goddard/2014-globalselfie-wrap-up/#.U34hs1hdV3o,"May 22, 2014","On Earth Day this year, NASA asked people all around the world a simple question — “Where are you on Earth Right Now?” We asked people to answer the question on social media, with a selfie. The goal was to use each picture as a pixel in the creation of a “Global Selfie” — a mosaic image that would look like Earth appeared from space on Earth Day.",7, 2014
2234,2234,2234,carbon dioxide,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",0, 2014
2235,2235,2235,atmosphere,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",2, 2014
2236,2236,2236,planet,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",4, 2014
2237,2237,2237,climate,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",6, 2014
2238,2238,2238,Carbon Observatory-2,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",8, 2014
2239,2239,2239,carbon dioxide,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",10, 2014
2240,2240,2240,carbon dioxide,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",12, 2014
2241,2241,2241,climate,Increasing leve...,/news/1093/unfinished-business/,"May 19, 2014","Increasing levels of carbon dioxide in the atmosphere are warming up our planet and causing climate change. The Orbiting Carbon Observatory-2 mission, launching in July 2014, will track this carbon dioxide from space, enabling us to better predict the rate of build-up of carbon dioxide and its impact on our climate. For Ralph Basilio, manager of the mission, the upcoming launch is unfinished business.",13, 2014
2242,2242,2242,developed,"In the 1990s, r...",/news/1092/mars-tech-electrifies-earth/,"May 19, 2014","In the 1990s, researchers at NASA's Ames Research Center developed wind technology for future settlements on Mars that is now supporting clean energy on Earth.",0, 2014
2243,2243,2243,energy,"In the 1990s, r...",/news/1092/mars-tech-electrifies-earth/,"May 19, 2014","In the 1990s, researchers at NASA's Ames Research Center developed wind technology for future settlements on Mars that is now supporting clean energy on Earth.",2, 2014
2244,2244,2244,Earth,"In the 1990s, r...",/news/1092/mars-tech-electrifies-earth/,"May 19, 2014","In the 1990s, researchers at NASA's Ames Research Center developed wind technology for future settlements on Mars that is now supporting clean energy on Earth.",3, 2014
2245,2245,2245,ocean,Scientists at N...,/news/1091/hidden-greenland-canyons-mean-more-sea-level-rise/,"May 18, 2014","Scientists at NASA and the University of California, Irvine (UCI), have found that canyons under Greenland's ocean-feeding glaciers are deeper and longer than previously thought, increasing the amount of Greenland's estimated contribution to future sea level rise.",0, 2014
2246,2246,2246,sea level,Scientists at N...,/news/1091/hidden-greenland-canyons-mean-more-sea-level-rise/,"May 18, 2014","Scientists at NASA and the University of California, Irvine (UCI), have found that canyons under Greenland's ocean-feeding glaciers are deeper and longer than previously thought, increasing the amount of Greenland's estimated contribution to future sea level rise.",1, 2014
2247,2247,2247,ocean,Data from ocean...,http://earthobservatory.nasa.gov/IOTD/view.php?id=83653&eocn=home&eoci=iotd_image,"May 14, 2014",Data from ocean-observing satellites and other ocean sensors indicate that El Niño conditions appear to be developing in the equatorial Pacific Ocean.,0, 2014
2248,2248,2248,ocean,Data from ocean...,http://earthobservatory.nasa.gov/IOTD/view.php?id=83653&eocn=home&eoci=iotd_image,"May 14, 2014",Data from ocean-observing satellites and other ocean sensors indicate that El Niño conditions appear to be developing in the equatorial Pacific Ocean.,2, 2014
2249,2249,2249,equatorial,Data from ocean...,http://earthobservatory.nasa.gov/IOTD/view.php?id=83653&eocn=home&eoci=iotd_image,"May 14, 2014",Data from ocean-observing satellites and other ocean sensors indicate that El Niño conditions appear to be developing in the equatorial Pacific Ocean.,4, 2014
2250,2250,2250,Ocean,Data from ocean...,http://earthobservatory.nasa.gov/IOTD/view.php?id=83653&eocn=home&eoci=iotd_image,"May 14, 2014",Data from ocean-observing satellites and other ocean sensors indicate that El Niño conditions appear to be developing in the equatorial Pacific Ocean.,5, 2014
2251,2251,2251,Antarctic,A new study by ...,/news/1088/west-antarctic-glacier-loss-appears-unstoppable/,"May 12, 2014","A new study by researchers at NASA and the University of California, Irvine, finds a rapidly melting section of the West Antarctic Ice Sheet appears to be in an irreversible state of decline, with nothing to stop the glaciers in this area from melting into the sea.",0, 2014
2252,2252,2252,Ice,A new study by ...,/news/1088/west-antarctic-glacier-loss-appears-unstoppable/,"May 12, 2014","A new study by researchers at NASA and the University of California, Irvine, finds a rapidly melting section of the West Antarctic Ice Sheet appears to be in an irreversible state of decline, with nothing to stop the glaciers in this area from melting into the sea.",2, 2014
2253,2253,2253,glaciers,A new study by ...,/news/1088/west-antarctic-glacier-loss-appears-unstoppable/,"May 12, 2014","A new study by researchers at NASA and the University of California, Irvine, finds a rapidly melting section of the West Antarctic Ice Sheet appears to be in an irreversible state of decline, with nothing to stop the glaciers in this area from melting into the sea.",4, 2014
2254,2254,2254,sea.,A new study by ...,/news/1088/west-antarctic-glacier-loss-appears-unstoppable/,"May 12, 2014","A new study by researchers at NASA and the University of California, Irvine, finds a rapidly melting section of the West Antarctic Ice Sheet appears to be in an irreversible state of decline, with nothing to stop the glaciers in this area from melting into the sea.",5, 2014
2255,2255,2255,EDT,NASA will host ...,http://www.jpl.nasa.gov/news/news.php?release=2014-146,"May 12, 2014","NASA will host a media teleconference at 9:30 a.m. PDT (12:30 p.m. EDT) Monday, May 12, to discuss new research results on the stability of the West Antarctic Ice Sheet and its potential contribution to future sea level rise.",0, 2014
2256,2256,2256,Antarctic,NASA will host ...,http://www.jpl.nasa.gov/news/news.php?release=2014-146,"May 12, 2014","NASA will host a media teleconference at 9:30 a.m. PDT (12:30 p.m. EDT) Monday, May 12, to discuss new research results on the stability of the West Antarctic Ice Sheet and its potential contribution to future sea level rise.",2, 2014
2257,2257,2257,Ice,NASA will host ...,http://www.jpl.nasa.gov/news/news.php?release=2014-146,"May 12, 2014","NASA will host a media teleconference at 9:30 a.m. PDT (12:30 p.m. EDT) Monday, May 12, to discuss new research results on the stability of the West Antarctic Ice Sheet and its potential contribution to future sea level rise.",4, 2014
2258,2258,2258,sea level,NASA will host ...,http://www.jpl.nasa.gov/news/news.php?release=2014-146,"May 12, 2014","NASA will host a media teleconference at 9:30 a.m. PDT (12:30 p.m. EDT) Monday, May 12, to discuss new research results on the stability of the West Antarctic Ice Sheet and its potential contribution to future sea level rise.",5, 2014
2259,2259,2259,Earth,Our Earth is an...,http://climate.nasa.gov/quizzes/homePlanet-quiz,"May  9, 2014",Our Earth is an ever-changing place. How much do you know about our home planet?,0, 2014
2260,2260,2260,planet,Our Earth is an...,http://climate.nasa.gov/quizzes/homePlanet-quiz,"May  9, 2014",Our Earth is an ever-changing place. How much do you know about our home planet?,1, 2014
2261,2261,2261,GPS,For the first t...,http://www.jpl.nasa.gov/news/news.php?release=2014-145,"May  9, 2014","For the first time, NASA scientists have used GPS to find the total weight of winter snowpack and soil moisture in California's Sierra Nevada.",0, 2014
2262,2262,2262,moisture,For the first t...,http://www.jpl.nasa.gov/news/news.php?release=2014-145,"May  9, 2014","For the first time, NASA scientists have used GPS to find the total weight of winter snowpack and soil moisture in California's Sierra Nevada.",1, 2014
2263,2263,2263,U.S.,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",0, 2014
2264,2264,2264,Climate,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",2, 2014
2265,2265,2265,ice,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",4, 2014
2266,2266,2266,precipitation,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",6, 2014
2267,2267,2267,temperature,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",8, 2014
2268,2268,2268,sea level,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",10, 2014
2269,2269,2269,forest,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",12, 2014
2270,2270,2270,ecosystems,The U.S. Nation...,/news/1079/us-national-climate-assessment-released/,"May  9, 2014","The U.S. National Climate Assessment was released today, combining observations from NASA’s fleet of satellites with data from interagency and international partners, to help us understand areas such as polar ice, precipitation extremes, temperature change, sea level rise and forest ecosystems.",13, 2014
2271,2271,2271,Earth,Earth is a beau...,http://climate.nasa.gov/images_video/earth_wallpaper,"May  8, 2014",Earth is a beautiful place. Here's our image of the month.,0, 2014
